ID;Находится в реестре МСП;Размер компании.Наименование;Размер уставного капитала объявленный;ОКВЭД2.Наименование;ОКВЭД2.Код;Численность персонала по данным ФНС.Количество;Город фактический;Город юридический;ЕЛС действующий;Грузоотправитель;Грузополучатель;Карточка клиента (внешний источник).Индекс платежной дисциплины Описание;Карточка клиента (внешний источник).Индекс платежной дисциплины Значение;Карточка клиента (внешний источник).Индекс финансового риска Описание;Карточка клиента (внешний источник).Индекс финансового риска Значение;Госконтракты.Контракт;Госконтракты.Тип контракта
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Договор аренды;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Договор купли-продажи электрической энергии (мощности);Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Договор купли-продажи электрической энергии (мощности) с энергосбытовой организацией;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Договор на открытие возобновляемой кредитной линии;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Договор поставки газа на 2019 год;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Закупка услуг для обеспечения государственных нужд (коммунальные услуги - теплоснабжение Собинского городского суда г. Радужный);Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Закупка услуг для обеспечения государственных нужд (поставка тепловой энергии для Собинского городского суда г. Радужный, квартал 17);Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Замена газовой плиты в муниципальной квартире;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Исполнитель обязуется поставить тепловую энергию Заказчику для следующего объекта: Отдел №3 Управления Федерального казначейства по Владимирской области – Владимирская область, г. Радужный, квартал 1, дом 55, помещения №№ 304, 306-309, 314.;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;"Испытания электроустановок в помещениях ГБУЗ ""Городская больница ЗАТО г.Радужный""";Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Капитальный ремонт и пусконаладка оборудования котла ДКВРВ 10-13-115 №3 в центральной котельной квартал 13/20, ЗАТО г. Радужный Владимирской области;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Капитальный ремонт изоляции участка тепловой сети Ду 800 мм (41м) с применением современных теплоизоляционных материалов квартал 13/20 ЗАТО г.Радужный Владимирской области;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;"Капитальный ремонт наружных сетей отопления от ТК-1-1 до магазина ""Хозтовары"" дом 47А квартал 1 ЗАТО г.Радужный Владимирской области";Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Капитальный ремонт наружных сетей холодного водоснабжения к ЖКХ и РММ от ВК2 квартал 10 г. Радужный , Владимирская область;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Капитальный ремонт наружных сетей холодного водоснабжения от ПГ-16 до ПГ-79, 1 квартал, ЗАТО г. Радужный Владимирской области;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Капитальный ремонт сетей отопления в ТК-1-30;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Капитальный ремонт сетей холодного водоснабжения на территории горбольницы от ВК-17-21 до ВК 17-19 ЗАТО г.Радужный Владимирская область;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Капитальный ремонт сетей холодного водоснабжения от ВК-5 до ПГ-6, квартал 10, ЗАТО г.Радужный Владимирская область;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Капитальный ремонт станции катодной защиты на газопроводе низкого давления в части замены электродов катодной защиты;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Капитальный ремонт трубопровода (подающего) отопления от жилого дома №9 до ТК-1-6 квартал 1 ЗАТО г. Радужный Владимирской области;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Капитальный ремонт фасада комплекса зданий центральной котельной квартал 13/20 ЗАТО г. Радужный , Владимирская область;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;клапан электромагнитный газовый;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Коммутаторы;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Компонент на тепловую энергию;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Компонент на холодную воду;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Купли-продажа муниципального имущества;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;купли-продажа электрической энергии;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;купли-продажа электроэнергии;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;купля-продажа электрической энергии (мощности);Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Масло моторное;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Модернизация и ПНР водоводяного подогревателя № 2 в ЦТП квартал 9 строение 3/1 ЗАТО г.Радужный Владимирской области;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Модернизация системы газоподачи и ПНР котла ДКВРВ-10-13-115 № 3 ЗАТО г.Радужный Владимирской области квартал 13/20;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Настольная фальцевальная машина;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Нефтепродукты;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Обслуживание генератора;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание автотранспортных услуг по перевозке сотрудников ЗАО «Радугаэнерго».;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг  холодного  водоснабжения  за 1 полугодие;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг водоснабжения   филиал   г.Радужный  1 полугодие;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг по поставке тепловой энергии;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг по поставке тепловой энергии  за 1 полугодие;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;"Оказание услуг по поставке тепловой энергии для клиники ""Радужная""";Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг по поставке тепловой энергии филиал   ЗАТО г. Радужный за 1 полугодие;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг по поставке электрической энергии филиал г.Радужный;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;"Оказание услуг по проведению испытаний электроустановок для нужд государственного бюджетного учреждения здравоохранения ""Городская больница ЗАТО г.Радужный Владимирской области""";Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг по сбору, обработке, архивированию и автоматической выдаче данных с приборов учета и контроля параметров систем тепло и водоснабжения, установленных в жилых домах, учреждениях и на вводах в ЗАТО г. Радужный, Владимирской области;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг по сбору, обработке, архивированию и автоматической выдаче данных с приборов учета и контроля параметров систем тепло и водоснабжения, установленных в жилых домах, учреждениях и на вводах в ЗАТО г. Радужный, Владимирской области.;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг по теплоснабжению;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг по теплоснабжению (г. Радужный);Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;"Оказание услуг по теплоснабжению для клиники Радужная МЦ ""Решма"" ФМБА России";Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;"Оказание услуг по теплоснабжению л\для клиники Радужная МЦ ""Решма"" ФМБА России";Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг по теплоснабжению ОСП ЗАТО г. Радужный;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг по холодному водоснабжению;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;"Оказание услуг по холодному водоснабжению для клиники ""Радужная""";Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;"Оказание услуг по холодному водоснабжению для клиники Радужная МЦ ""Решма"" ФМБА России";Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;оказание услуг по централизованной охране объектов с использованием средств тревожной сигнализации для нужд ЗАО «Радугаэнерго».;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг по эксплуатации и обслуживанию систем жизнеобеспечивающего комплекса;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг теплоснабжения;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг теплоснабжения судебных участков мировых судей г. Радужный;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг теплоснабжения судебных участков мировых судей г. Радужный, 17 квартал, д. 111;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг холодного водоснабжения;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг холодного водоснабжения для судебных участков мировых судей г. Радужный, квартал 17, д. 111;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг холодного водоснабжения филиал г. Радужный за 2 полугодие;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание услуг холодного водоснабжения филиал г.Радужный за 2 полугодие;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказание финансовых услуг по открытию кредитной линии;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Оказания услуг по централизованной охране объектов с использованием средств тревожной сигнализации для нужд ЗАО «Радугаэнерго»;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;"Охрана объектов ЗАО ""Радугаэнерго""";Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;"Перевозка сотрудников ЗАО ""Радугаэнерго""";Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Перевозка Товарно-Материальных Ценностей;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Передача электрической энергии на 2019 год;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Подача через присоединенную водопроводную сеть из централизованной системы холодного водоснабжения холодной воды (г. Радужный);Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Подача через присоединенную сеть из централизованной системы холодного водоснабжения холодную воду Радужный;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка  газа;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка  труб ППУ-ПЭ и фасонных частей;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка бетона марки М350 с гравийным щебнем;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка бетона с гравийным щебнем для устройства фундамента;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка газа;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка газа на потери в сетях газораспределения и технологические нужды;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка газа на потери в сетях газораспределения и технологические нужды на 2019 год;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка газовых отопительных котлов Лемакс премиум 100 или аналог;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка горячего водоснабжения;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка горячей воды;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;поставка деаэратора;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка дизельного топлива;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка дизельного топлива ЕВРО класс 1 вид III;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка дизельного топлива ЕВРО сорт Е вид III;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка дизельного топлива ЕВРО сорт С вид III;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка дизельного топлива ЕВРО, сорт Е, вид III;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка задвижки 30 ч6бр;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка кабеля оптического;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка масла моторного;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка масла моторного М-14В2;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка масла моторного М14В2;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка нагревателя проточного взрывозащищённого;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка насоса «ин-лайн» IL-E 80/200-22/2-R-1;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка нефтепродуктов;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка нефтепродуктов : Бензин неэтилированный марки АИ-92-К5 ориентировочно в количестве 42500 литров,Бензин неэтилированный марки АИ-95-К5 ориентировочно в количестве  12500 литров, т Топливо дизельное ЕВРО (ДТ-К5) ориентировочно в количестве 23500 литров;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка оборудования и материалов для работ по обеспечению пожарной безопасности объектов ЗАО «Радугаэнерго»;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка оцинковоного листа;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка подогревателя водоводяного ВВП и калач;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка подогревателя водоводяного ВВП и калача;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка свечей зажигания;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка скорлупы ППУ;Заказчик
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка тепловой энергии;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка тепловой энергии (01.12.2021-30.06.2022);Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка тепловой энергии (с 01.07.2021 по 31.12.2021);Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка тепловой энергии 1 полугодие;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка тепловой энергии 2 полугодие;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;Поставка тепловой энергии г. Радужный;Исполнитель
137;Да;Средний бизнес;3 300 000;Производство пара и горячей воды (тепловой энергии) котельными;35.30.14;220;Радужный;г. Радужный;          ;Нет;Нет;;;Высокий риск;77;"Поставка тепловой энергии для нужд ОВО по ЗАТО г. Радужный - филиала ФГКУ ""УВО ВНГ России по Владимирской области""";Исполнитель
